timestamp,src_ip,dst_ip,src_port,dst_port,opcua_payload
1614578399.625970,,,,,60025148002c06400000000000000000000000000000000100000000000000000000000000000001f6a912e84a13d5130000
1614578399.626007,,,,,6002514800140640000000000000000000000000000000010000000000000000000000000000000112e8f6a9000000004a13
1614578399.626120,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.626188,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.626197,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.626216,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.626554,127.0.0.1,127.0.0.1,63146.0,4840.0,48454c464a00000000000000000001000000010000000000000000002a0000006f70632e7463703a2f2f6c6f63616c686f73
1614578399.626571,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.626740,127.0.0.1,127.0.0.1,4840.0,63146.0,41434b461c0000000000000000000100000001000000000000000000
1614578399.626773,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.627293,127.0.0.1,127.0.0.1,63146.0,4840.0,4f504e4684000000000000002f000000687474703a2f2f6f7063666f756e646174696f6e2e6f72672f55412f536563757269
1614578399.627313,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.627848,127.0.0.1,127.0.0.1,4840.0,63146.0,4f504e4687000000090000002f000000687474703a2f2f6f7063666f756e646174696f6e2e6f72672f55412f536563757269
1614578399.627873,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.628642,127.0.0.1,127.0.0.1,63146.0,4840.0,4d5347461f010000090000000e00000002000000020000000100cd01000038b2f1a8e973d5010200000000000000ffffffff
1614578399.628659,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.629632,127.0.0.1,127.0.0.1,4840.0,63146.0,4d5347466a020000090000000e00000002000000020000000100d00172d2f1a8e973d5010200000000000000000000000000
1614578399.629671,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.630703,127.0.0.1,127.0.0.1,63146.0,4840.0,4d5347469c000000090000000e00000003000000030000000100d301020000ec030000e004f2a8e973d50103000000000000
1614578399.630731,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.631159,127.0.0.1,127.0.0.1,4840.0,63146.0,4d53474660000000090000000e00000003000000030000000100d6018618f2a8e973d5010300000000000000000000000000
1614578399.631194,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.631753,127.0.0.1,127.0.0.1,63146.0,4840.0,4d53474665000000090000000e000000040000000400000001000f02020000ec030000762df2a8e973d50104000000000000
1614578399.631789,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.632644,127.0.0.1,127.0.0.1,4840.0,63146.0,4d534746d9000000090000000e0000000400000004000000010012024a4af2a8e973d5010400000000000000000000000000
1614578399.632682,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.633598,127.0.0.1,127.0.0.1,63146.0,4840.0,4d5347467f000000090000000e000000050000000500000001002a02020000ec0300009e73f2a8e973d50105000000000000
1614578399.633649,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.634197,127.0.0.1,127.0.0.1,4840.0,63146.0,4d5347464f000000090000000e000000050000000500000001002d027e8ef2a8e973d5010500000000000000000000000000
1614578399.634233,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.634783,127.0.0.1,127.0.0.1,63146.0,4840.0,4d5347466b000000090000000e000000060000000600000001002a02020000ec030000aaa3f2a8e973d50106000000000000
1614578399.634826,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.635324,127.0.0.1,127.0.0.1,4840.0,63146.0,4d5347464f000000090000000e000000060000000600000001002d0220baf2a8e973d5010600000000000000000000000000
1614578399.635359,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.636020,127.0.0.1,127.0.0.1,63146.0,4840.0,4d5347463f000000090000000e00000007000000070000000100d901020000ec03000054d6f2a8e973d50107000000000000
1614578399.636046,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.636355,127.0.0.1,127.0.0.1,4840.0,63146.0,4d53474634000000090000000e00000007000000070000000100dc010ae4f2a8e973d5010700000000000000000000000000
1614578399.636381,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.636740,127.0.0.1,127.0.0.1,63146.0,4840.0,434c4f463e000000090000000e00000008000000080000000100c401020000ec0300006ef3f2a8e973d50108000000000000
1614578399.636768,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.636774,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.636782,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.636943,127.0.0.1,127.0.0.1,4840.0,63146.0,
1614578399.636972,127.0.0.1,127.0.0.1,63146.0,4840.0,
1614578399.658840,192.168.224.102,192.168.224.102,62478.0,4840.0,
1614578399.658916,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.658929,192.168.224.102,192.168.224.102,62478.0,4840.0,
1614578399.658936,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.659037,192.168.224.102,192.168.224.102,62478.0,4840.0,48454c463e00000000000000ffff0000ffff000000000000000000001e0000006f70632e7463703a2f2f3139322e3136382e
1614578399.659075,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.682671,,,,,6004000000aa0640000000000000000000000000000000010000000000000000000000000000000112e8c52d4ce98e901721
1614578399.682691,,,,,60010f00002006400000000000000000000000000000000100000000000000000000000000000001c52d12e81721b8994ce9
1614578399.714585,192.168.224.102,192.168.224.102,4840.0,62478.0,41434b461c00000000000000ffff0000ffff00000000000000000000
1614578399.714626,192.168.224.102,192.168.224.102,62478.0,4840.0,
1614578399.714742,192.168.224.102,192.168.224.102,62478.0,4840.0,4f504e4684000000000000002f000000687474703a2f2f6f7063666f756e646174696f6e2e6f72672f55412f536563757269
1614578399.714761,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.768394,192.168.224.102,192.168.224.102,4840.0,62478.0,4f504e4687000000090000002f000000687474703a2f2f6f7063666f756e646174696f6e2e6f72672f55412f536563757269
1614578399.768436,192.168.224.102,192.168.224.102,62478.0,4840.0,
1614578399.768780,192.168.224.102,192.168.224.102,62478.0,4840.0,4d534746b4000000090000000900000002000000020000000100ac0100008e05e8edde0cd6010100000000000000ffffffff
1614578399.768807,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.822020,192.168.224.102,192.168.224.102,4840.0,62478.0,4d534746e2010000090000000900000002000000020000000100af012e26f0edde0cd601010000000000000000ffffffff00
1614578399.822056,192.168.224.102,192.168.224.102,62478.0,4840.0,
1614578399.822170,192.168.224.102,192.168.224.102,62478.0,4840.0,434c4f4639000000090000000900000003000000030000000100c4010000a02cf0edde0cd6010100000000000000ffffffff
1614578399.822202,192.168.224.102,192.168.224.102,62478.0,4840.0,
1614578399.822205,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.822213,192.168.224.102,192.168.224.102,4840.0,62478.0,
1614578399.822338,192.168.224.102,192.168.224.102,62479.0,4840.0,
1614578399.822389,192.168.224.102,192.168.224.102,4840.0,62479.0,
1614578399.822397,192.168.224.102,192.168.224.102,62479.0,4840.0,
1614578399.822403,192.168.224.102,192.168.224.102,4840.0,62479.0,
1614578399.822444,192.168.224.102,192.168.224.102,62479.0,4840.0,48454c463e00000000000000ffff0000ffff000000000000000000001e0000006f70632e7463703a2f2f3139322e3136382e
1614578399.822477,192.168.224.102,192.168.224.102,4840.0,62479.0,
